month,class,geometry
Jan,background,"c(-68.2283240047094, 42.2525121543955)"
Jan,background,"c(-67.1588949393925, 42.0879846058852)"
Jan,background,"c(-69.8735994898124, 42.4170397029058)"
Jan,background,"c(-69.0509617472609, 40.5249728950374)"
Jan,background,"c(-71.0252923293846, 40.854027992058)"
Jan,background,"c(-71.8479300719361, 39.6200713782307)"
Jan,background,"c(-69.2154892957712, 41.5121381860992)"
Jan,background,"c(-69.7913357155573, 41.1008193148234)"
Jan,background,"c(-72.0124576204464, 40.6895004435477)"
Jan,background,"c(-70.0381270383227, 40.6895004435477)"
Jan,background,"c(-70.3671821353433, 42.2525121543955)"
Jan,background,"c(-67.981532681944, 43.0751498969471)"
Jan,background,"c(-69.2154892957712, 42.4170397029058)"
Jan,background,"c(-68.0637964561991, 44.0623151880089)"
Jan,background,"c(-72.1769851689567, 39.5378076039756)"
Jan,background,"c(-68.1460602304543, 43.2396774454574)"
Jan,background,"c(-71.8479300719361, 40.6072366692925)"
Jan,background,"c(-70.6962372323639, 41.0185555405683)"
Jan,background,"c(-68.8864341987506, 42.7460947999264)"
Jan,background,"c(-70.3671821353433, 42.9928861226919)"
Jan,background,"c(-69.9558632640676, 42.7460947999264)"
Jan,background,"c(-69.4622806185367, 42.7460947999264)"
Jan,background,"c(-69.4622806185367, 41.1008193148234)"
Jan,background,"c(-72.4237764917221, 40.4427091207822)"
Jan,background,"c(-69.7090719413021, 41.5944019603543)"
Jan,background,"c(-69.2977530700264, 41.1008193148234)"
Jan,background,"c(-69.8735994898124, 42.9928861226919)"
Jan,background,"c(-66.0072020998203, 41.1830830890786)"
Jan,background,"c(-68.4751153274749, 42.5815672514161)"
Jan,background,"c(-69.7913357155573, 43.3219412197125)"
Jan,background,"c(-67.2411587136476, 42.2525121543955)"
Jan,background,"c(-68.8864341987506, 42.9106223484367)"
Jan,background,"c(-68.8864341987506, 42.8283585741816)"
Jan,background,"c(-72.1769851689567, 40.0313902495065)"
Jan,background,"c(-69.1332255215161, 42.0057208316301)"
Jan,background,"c(-69.8735994898124, 43.2396774454574)"
Jan,background,"c(-69.0509617472609, 43.4864687682228)"
Jan,background,"c(-72.5060402659773, 39.4555438297204)"
Jan,background,"c(-69.626808167047, 41.8411932831198)"
Jan,background,"c(-69.1332255215161, 41.1008193148234)"
Jan,background,"c(-68.8041704244955, 41.7589295088646)"
Jan,background,"c(-69.626808167047, 42.9106223484367)"
Jan,background,"c(-67.981532681944, 42.0879846058852)"
Jan,background,"c(-67.981532681944, 43.1574136712022)"
Jan,background,"c(-69.9558632640676, 42.499303477161)"
Jan,background,"c(-70.3671821353433, 42.4170397029058)"
Jan,background,"c(-70.4494459095985, 40.6072366692925)"
Jan,background,"c(-69.2154892957712, 41.1830830890786)"
Jan,background,"c(-66.5830485196064, 42.2525121543955)"
Jan,background,"c(-67.5702138106682, 43.8155238652434)"
Jan,background,"c(-68.7219066502403, 43.4864687682228)"
Jan,background,"c(-72.1769851689567, 39.3732800554653)"
Jan,background,"c(-68.55737910173, 41.8411932831198)"
Jan,background,"c(-69.7090719413021, 43.568732542478)"
Jan,background,"c(-69.2154892957712, 43.0751498969471)"
Jan,background,"c(-67.8992689076888, 42.0879846058852)"
Jan,background,"c(-69.626808167047, 43.2396774454574)"
Jan,background,"c(-69.2977530700264, 41.6766657346095)"
Jan,background,"c(-68.6396428759852, 42.5815672514161)"
Jan,background,"c(-73.0818866857633, 39.0442249584447)"
Jan,background,"c(-71.7656662976809, 39.6200713782307)"
Jan,background,"c(-69.3800168442815, 41.3476106375889)"
Jan,background,"c(-67.4879500364131, 43.9800514137537)"
Jan,background,"c(-69.1332255215161, 41.1830830890786)"
Jan,background,"c(-72.1769851689567, 39.4555438297204)"
Jan,background,"c(-68.8041704244955, 43.8155238652434)"
Jan,background,"c(-69.0509617472609, 42.499303477161)"
Jan,background,"c(-70.0381270383227, 42.7460947999264)"
Jan,background,"c(-66.3362571968409, 44.7204253820501)"
Jan,background,"c(-71.1075561036397, 41.1008193148234)"
Jan,background,"c(-68.8864341987506, 41.8411932831198)"
Jan,background,"c(-72.4237764917221, 39.9491264752513)"
Jan,background,"c(-69.3800168442815, 42.8283585741816)"
Jan,background,"c(-73.1641504600185, 40.2781815722719)"
Jan,background,"c(-68.8864341987506, 41.7589295088646)"
Jan,background,"c(-69.1332255215161, 42.499303477161)"
Jan,background,"c(-71.8479300719361, 39.5378076039756)"
Jan,background,"c(-69.0509617472609, 42.6638310256713)"
Jan,background,"c(-70.9430285551294, 40.5249728950374)"
Jan,background,"c(-69.7090719413021, 43.1574136712022)"
Jan,background,"c(-71.1898198778948, 41.1008193148234)"
Jan,background,"c(-68.8041704244955, 40.1136540237616)"
Jan,background,"c(-69.1332255215161, 41.9234570573749)"
Jan,background,"c(-71.27208365215, 40.4427091207822)"
Jan,background,"c(-68.9686979730058, 41.429874411844)"
Jan,background,"c(-73.0818866857633, 38.9619611841895)"
Jan,background,"c(-69.9558632640676, 40.6895004435477)"
Jan,background,"c(-71.27208365215, 40.2781815722719)"
Jan,background,"c(-68.9686979730058, 43.0751498969471)"
Jan,background,"c(-68.55737910173, 41.1830830890786)"
Jan,background,"c(-69.5445443927918, 41.1830830890786)"
Jan,background,"c(-72.341512717467, 39.3732800554653)"
Jan,background,"c(-71.5188749749155, 40.854027992058)"
Jan,background,"c(-72.4237764917221, 39.8668627009962)"
Jan,background,"c(-70.202654586833, 43.0751498969471)"
Jan,background,"c(-68.8864341987506, 42.499303477161)"
Jan,background,"c(-71.4366112006603, 40.3604453465271)"
Jan,background,"c(-67.8170051334337, 43.8977876394986)"
Jan,background,"c(-66.0894658740755, 42.5815672514161)"
Jan,background,"c(-67.8992689076888, 42.8283585741816)"
Jan,background,"c(-68.3928515532197, 43.1574136712022)"
Jan,background,"c(-66.2539934225858, 41.1008193148234)"
Jan,background,"c(-67.1588949393925, 42.5815672514161)"
Jan,background,"c(-68.3928515532197, 41.8411932831198)"
Jan,background,"c(-67.6524775849234, 40.2781815722719)"
Jan,background,"c(-68.2283240047094, 43.8977876394986)"
Jan,background,"c(-67.7347413591785, 41.9234570573749)"
Jan,background,"c(-67.1588949393925, 44.3913702850295)"
Jan,background,"c(-70.1203908125779, 43.0751498969471)"
Jan,background,"c(-68.1460602304543, 43.9800514137537)"
Jan,background,"c(-69.4622806185367, 41.8411932831198)"
Jan,background,"c(-68.3105877789646, 41.9234570573749)"
Jan,background,"c(-72.2592489432118, 39.9491264752513)"
Jan,background,"c(-69.2154892957712, 43.2396774454574)"
Jan,background,"c(-67.8170051334337, 41.0185555405683)"
Jan,background,"c(-68.6396428759852, 41.429874411844)"
Jan,background,"c(-66.8298398423719, 43.9800514137537)"
Jan,background,"c(-67.8170051334337, 42.4170397029058)"
Jan,background,"c(-68.6396428759852, 43.568732542478)"
Jan,background,"c(-69.8735994898124, 42.9106223484367)"
Jan,background,"c(-71.6834025234258, 39.6200713782307)"
Jan,background,"c(-67.0766311651373, 45.0494804790707)"
Jan,background,"c(-66.7475760681167, 41.1830830890786)"
Jan,background,"c(-71.6011387491706, 40.1136540237616)"
Jan,background,"c(-69.9558632640676, 42.8283585741816)"
Jan,background,"c(-68.4751153274749, 41.429874411844)"
Jan,background,"c(-68.8864341987506, 42.0879846058852)"
Jan,background,"c(-67.3234224879028, 42.1702483801404)"
Jan,background,"c(-70.6962372323639, 39.9491264752513)"
Jan,background,"c(-68.1460602304543, 42.0879846058852)"
Jan,background,"c(-69.2977530700264, 42.0879846058852)"
Jan,background,"c(-69.3800168442815, 43.2396774454574)"
Jan,background,"c(-71.1075561036397, 41.0185555405683)"
Jan,background,"c(-69.1332255215161, 40.2781815722719)"
Jan,background,"c(-68.3928515532197, 41.7589295088646)"
Jan,background,"c(-71.8479300719361, 40.4427091207822)"
Jan,background,"c(-68.8864341987506, 43.3219412197125)"
Jan,background,"c(-69.2977530700264, 42.4170397029058)"
Jan,background,"c(-66.5830485196064, 44.6381616077949)"
Jan,background,"c(-67.4056862621579, 44.0623151880089)"
Jan,background,"c(-71.1075561036397, 40.4427091207822)"
Jan,background,"c(-69.2154892957712, 43.1574136712022)"
Jan,background,"c(-69.4622806185367, 42.9928861226919)"
Jan,background,"c(-67.7347413591785, 42.3347759286507)"
Jan,background,"c(-69.3800168442815, 41.6766657346095)"
Jan,background,"c(-69.0509617472609, 41.6766657346095)"
Jan,background,"c(-68.8864341987506, 42.9928861226919)"
Jan,background,"c(-70.1203908125779, 43.4042049939677)"
Jan,background,"c(-70.1203908125779, 42.7460947999264)"
Jan,background,"c(-70.1203908125779, 41.0185555405683)"
Jan,background,"c(-71.0252923293846, 39.9491264752513)"
Jan,background,"c(-71.5188749749155, 39.9491264752513)"
Jan,background,"c(-69.626808167047, 40.7717642178028)"
Jan,background,"c(-70.0381270383227, 40.4427091207822)"
Jan,background,"c(-69.7090719413021, 41.8411932831198)"
Jan,background,"c(-70.7785010066191, 41.1008193148234)"
Jan,background,"c(-69.4622806185367, 42.3347759286507)"
Jan,background,"c(-69.0509617472609, 41.429874411844)"
Jan,background,"c(-68.3105877789646, 42.499303477161)"
Jan,background,"c(-66.4185209710961, 44.8849529305604)"
Feb,presence,"c(-71.4201, 39.7315)"
Feb,presence,"c(-72.5107, 39.1351)"
Feb,presence,"c(-72.2895, 39.192)"
Feb,presence,"c(-72.251416, 40.476111)"
Feb,presence,"c(-72.7154, 39.0654)"
Feb,presence,"c(-71.8057, 39.4739)"
Feb,presence,"c(-71.6047, 39.5838)"
Feb,presence,"c(-72.6565, 38.9007)"
Feb,background,"c(-68.7219066502403, 42.0057208316301)"
Feb,background,"c(-68.8041704244955, 43.2396774454574)"
Feb,background,"c(-71.1075561036397, 41.1008193148234)"
Feb,background,"c(-67.981532681944, 42.499303477161)"
Feb,background,"c(-69.0509617472609, 41.1830830890786)"
Feb,background,"c(-71.8479300719361, 40.6895004435477)"
Feb,background,"c(-68.8864341987506, 42.2525121543955)"
Feb,background,"c(-69.626808167047, 43.568732542478)"
Feb,background,"c(-69.5445443927918, 43.1574136712022)"
Feb,background,"c(-70.0381270383227, 42.6638310256713)"
Feb,background,"c(-69.0509617472609, 41.7589295088646)"
Feb,background,"c(-69.4622806185367, 42.9106223484367)"
Feb,background,"c(-70.1203908125779, 42.0057208316301)"
Feb,background,"c(-69.5445443927918, 41.429874411844)"
Feb,background,"c(-69.7090719413021, 41.8411932831198)"
Feb,background,"c(-70.0381270383227, 43.2396774454574)"
Feb,background,"c(-68.6396428759852, 42.3347759286507)"
Feb,background,"c(-68.6396428759852, 41.5944019603543)"
Feb,background,"c(-69.2154892957712, 42.0057208316301)"
Feb,background,"c(-69.2977530700264, 41.1830830890786)"
Feb,background,"c(-69.7090719413021, 43.568732542478)"
Feb,background,"c(-67.2411587136476, 44.2268427365192)"
Feb,background,"c(-69.5445443927918, 41.3476106375889)"
Feb,background,"c(-68.6396428759852, 42.1702483801404)"
Feb,background,"c(-68.55737910173, 43.4864687682228)"
Feb,background,"c(-69.1332255215161, 41.429874411844)"
Feb,background,"c(-68.9686979730058, 41.7589295088646)"
Feb,background,"c(-70.7785010066191, 41.1008193148234)"
Feb,background,"c(-72.0947213947015, 40.6895004435477)"
Feb,background,"c(-69.1332255215161, 42.0879846058852)"
Feb,background,"c(-68.9686979730058, 43.3219412197125)"
Feb,background,"c(-70.0381270383227, 42.3347759286507)"
Feb,background,"c(-71.1075561036397, 40.4427091207822)"
Feb,background,"c(-72.9996229115082, 39.1264887326998)"
Feb,background,"c(-72.2592489432118, 39.2910162812101)"
Feb,background,"c(-67.4879500364131, 42.1702483801404)"
Feb,background,"c(-65.5958832285446, 42.9106223484367)"
Feb,background,"c(-65.5136194542894, 42.0057208316301)"
Feb,background,"c(-69.5445443927918, 41.7589295088646)"
Feb,background,"c(-67.4056862621579, 42.4170397029058)"
Feb,background,"c(-70.1203908125779, 40.4427091207822)"
Feb,background,"c(-71.4366112006603, 39.6200713782307)"
Feb,background,"c(-68.9686979730058, 41.2653468633337)"
Feb,background,"c(-70.6962372323639, 39.9491264752513)"
Feb,background,"c(-69.7090719413021, 42.5815672514161)"
Feb,background,"c(-69.9558632640676, 43.0751498969471)"
Feb,background,"c(-71.6011387491706, 39.6200713782307)"
Feb,background,"c(-68.3928515532197, 41.7589295088646)"
Feb,background,"c(-71.4366112006603, 39.784598926741)"
Feb,background,"c(-70.1203908125779, 42.0879846058852)"
Feb,background,"c(-69.0509617472609, 41.429874411844)"
Feb,background,"c(-69.4622806185367, 39.9491264752513)"
Feb,background,"c(-70.1203908125779, 43.3219412197125)"
Feb,background,"c(-69.5445443927918, 41.5944019603543)"
Feb,background,"c(-69.1332255215161, 42.7460947999264)"
Feb,background,"c(-68.2283240047094, 43.2396774454574)"
Feb,background,"c(-67.5702138106682, 42.7460947999264)"
Feb,background,"c(-69.1332255215161, 41.3476106375889)"
Feb,background,"c(-68.2283240047094, 43.4864687682228)"
Feb,background,"c(-69.626808167047, 41.8411932831198)"
Feb,background,"c(-69.2977530700264, 41.2653468633337)"
Feb,background,"c(-68.7219066502403, 42.3347759286507)"
Feb,background,"c(-70.0381270383227, 43.0751498969471)"
Feb,background,"c(-71.6834025234258, 39.5378076039756)"
Feb,background,"c(-68.0637964561991, 43.9800514137537)"
Feb,background,"c(-69.2977530700264, 41.429874411844)"
Feb,background,"c(-69.5445443927918, 42.7460947999264)"
Feb,background,"c(-66.8298398423719, 43.9800514137537)"
Feb,background,"c(-70.202654586833, 42.0057208316301)"
Feb,background,"c(-68.55737910173, 42.4170397029058)"
Feb,background,"c(-69.1332255215161, 42.499303477161)"
Feb,background,"c(-68.3928515532197, 41.9234570573749)"
Feb,background,"c(-68.55737910173, 41.6766657346095)"
Feb,background,"c(-66.912103616627, 42.4170397029058)"
Feb,background,"c(-69.626808167047, 43.3219412197125)"
Feb,background,"c(-67.6524775849234, 43.8155238652434)"
Feb,background,"c(-69.7090719413021, 42.0879846058852)"
Feb,background,"c(-68.8864341987506, 41.3476106375889)"
Feb,background,"c(-71.3543474264052, 40.1136540237616)"
Feb,background,"c(-69.5445443927918, 42.8283585741816)"
Feb,background,"c(-71.3543474264052, 39.9491264752513)"
Feb,background,"c(-69.626808167047, 42.8283585741816)"
Feb,background,"c(-72.5060402659773, 40.6072366692925)"
Feb,background,"c(-71.1075561036397, 40.9362917663131)"
Feb,background,"c(-70.1203908125779, 43.0751498969471)"
Feb,background,"c(-69.2977530700264, 41.0185555405683)"
Feb,background,"c(-71.9301938461912, 39.784598926741)"
Feb,background,"c(-72.0947213947015, 39.208752506955)"
Feb,background,"c(-71.7656662976809, 40.7717642178028)"
Feb,background,"c(-71.9301938461912, 40.1959177980168)"
Feb,background,"c(-71.7656662976809, 39.4555438297204)"
Feb,background,"c(-69.4622806185367, 42.4170397029058)"
Feb,background,"c(-72.5060402659773, 39.7023351524859)"
Feb,background,"c(-70.4494459095985, 41.2653468633337)"
Feb,background,"c(-68.6396428759852, 43.7332600909883)"
Feb,background,"c(-69.2977530700264, 43.3219412197125)"
Feb,background,"c(-69.3800168442815, 41.5944019603543)"
Feb,background,"c(-69.7913357155573, 42.8283585741816)"
Feb,background,"c(-69.626808167047, 41.5944019603543)"
Feb,background,"c(-68.6396428759852, 42.0057208316301)"
Feb,background,"c(-71.4366112006603, 39.8668627009962)"
Feb,background,"c(-69.3800168442815, 42.7460947999264)"
Feb,background,"c(-70.202654586833, 41.1830830890786)"
Feb,background,"c(-68.4751153274749, 41.5121381860992)"
Feb,background,"c(-68.3105877789646, 41.8411932831198)"
Feb,background,"c(-72.2592489432118, 40.3604453465271)"
Feb,background,"c(-71.7656662976809, 40.6895004435477)"
Feb,background,"c(-71.27208365215, 41.1008193148234)"
Feb,background,"c(-70.1203908125779, 40.9362917663131)"
Feb,background,"c(-69.2977530700264, 43.2396774454574)"
Feb,background,"c(-67.7347413591785, 42.5815672514161)"
Feb,background,"c(-68.8864341987506, 42.1702483801404)"
Feb,background,"c(-68.2283240047094, 42.4170397029058)"
Feb,background,"c(-69.1332255215161, 41.5121381860992)"
Feb,background,"c(-68.3928515532197, 43.9800514137537)"
Feb,background,"c(-67.8992689076888, 43.8155238652434)"
Feb,background,"c(-69.626808167047, 42.9106223484367)"
Feb,background,"c(-69.2977530700264, 41.5121381860992)"
Feb,background,"c(-69.0509617472609, 41.5944019603543)"
Feb,background,"c(-69.2977530700264, 42.5815672514161)"
Feb,background,"c(-68.8041704244955, 42.3347759286507)"
Feb,background,"c(-67.6524775849234, 42.0879846058852)"
Feb,background,"c(-68.6396428759852, 43.4864687682228)"
Feb,background,"c(-69.7090719413021, 43.4042049939677)"
Feb,background,"c(-69.5445443927918, 42.0879846058852)"
Feb,background,"c(-70.8607647808742, 41.1008193148234)"
Feb,background,"c(-68.8864341987506, 41.7589295088646)"
Feb,background,"c(-68.6396428759852, 41.2653468633337)"
Feb,background,"c(-69.626808167047, 41.7589295088646)"
Feb,background,"c(-69.5445443927918, 43.0751498969471)"
Feb,background,"c(-69.7913357155573, 41.6766657346095)"
Feb,background,"c(-69.4622806185367, 41.6766657346095)"
Feb,background,"c(-68.7219066502403, 42.1702483801404)"
Feb,background,"c(-68.3928515532197, 43.4042049939677)"
Feb,background,"c(-68.8864341987506, 41.9234570573749)"
Feb,background,"c(-72.341512717467, 39.4555438297204)"
Feb,background,"c(-68.2283240047094, 41.8411932831198)"
Feb,background,"c(-68.55737910173, 41.9234570573749)"
Feb,background,"c(-72.8350953629979, 38.8796974099344)"
Feb,background,"c(-72.0947213947015, 40.1959177980168)"
Feb,background,"c(-67.981532681944, 42.2525121543955)"
Feb,background,"c(-67.7347413591785, 42.1702483801404)"
Feb,background,"c(-69.4622806185367, 41.9234570573749)"
Feb,background,"c(-68.8864341987506, 43.3219412197125)"
Feb,background,"c(-69.2154892957712, 41.429874411844)"
Feb,background,"c(-71.3543474264052, 41.1008193148234)"
Feb,background,"c(-67.8992689076888, 43.9800514137537)"
Feb,background,"c(-68.7219066502403, 41.9234570573749)"
Feb,background,"c(-69.8735994898124, 42.3347759286507)"
Feb,background,"c(-69.7090719413021, 41.7589295088646)"
Feb,background,"c(-70.3671821353433, 42.2525121543955)"
Feb,background,"c(-67.8170051334337, 43.3219412197125)"
Feb,background,"c(-72.2592489432118, 39.784598926741)"
Feb,background,"c(-68.3105877789646, 41.5121381860992)"
Feb,background,"c(-72.341512717467, 39.7023351524859)"
Feb,background,"c(-69.0509617472609, 42.2525121543955)"
Feb,background,"c(-72.4237764917221, 40.2781815722719)"
Feb,background,"c(-72.0947213947015, 40.6072366692925)"
